,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 00:30,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 00:45,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 01:00,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 01:15,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 01:30,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 01:45,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 02:00,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 02:15,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 02:30,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 02:45,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 03:00,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 03:15,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 03:30,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 03:45,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 04:00,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scooter,0,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,From,,,,,,,,,,,,,,,,,,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Road,,,,Bike Lane,,,,Bikeway,,Sidewalk,,,,,,,,Car No Yield,Car Yield,CG Car No Yield,CG Car Yield,Bike No Yield,Car in Bikeway,Ped Out of Crosswalk,Cargo Bike,Bike Passenger,Stroller,Jogger,Dog,Backpack,Panniers,Bike Trailer,
,1899-12-30 04:15,Totals,,,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,W,N,E,S,N-W,N-E,S-E,S-W,W,E,W-S,W-N,N-W,N-E,E-N,E-S,S-E,S-W,,,,,,,,,,,,,,,,
,Pedestrian,0,,Pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bike,0,,Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
